timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643185859890,4657,Home page,500,Internal Server Error,Thread Group 1-68,text,false,,895,120,200,200,https://lifecharger.org/,4656,0,1709
1643185858358,6250,Home page,500,Internal Server Error,Thread Group 1-11,text,false,,895,120,200,200,https://lifecharger.org/,6249,0,2899
1643185860098,4522,Home page,500,Internal Server Error,Thread Group 1-78,text,false,,895,120,200,200,https://lifecharger.org/,4521,0,1981
1643185859341,5300,Home page,500,Internal Server Error,Thread Group 1-49,text,false,,895,120,200,200,https://lifecharger.org/,5299,0,1868
1643185858696,6000,Home page,500,Internal Server Error,Thread Group 1-25,text,false,,895,120,200,200,https://lifecharger.org/,5999,0,2519
1643185859956,4740,Home page,500,Internal Server Error,Thread Group 1-74,text,false,,895,120,200,200,https://lifecharger.org/,4739,0,1839
1643185858727,6541,Home page,500,Internal Server Error,Thread Group 1-26,text,false,,895,120,200,200,https://lifecharger.org/,6540,0,2579
1643185859229,6097,Home page,500,Internal Server Error,Thread Group 1-46,text,false,,895,120,200,200,https://lifecharger.org/,6096,0,1983
1643185860883,4454,Home page,500,Internal Server Error,Thread Group 1-110,text,false,,895,120,200,200,https://lifecharger.org/,4453,0,2548
1643185860104,5399,Home page,500,Internal Server Error,Thread Group 1-80,text,false,,895,120,200,200,https://lifecharger.org/,5398,0,2021
1643185860573,4952,Home page,500,Internal Server Error,Thread Group 1-92,text,false,,895,120,200,200,https://lifecharger.org/,4951,0,1913
1643185860570,4957,Home page,500,Internal Server Error,Thread Group 1-85,text,false,,895,120,200,200,https://lifecharger.org/,4956,0,1871
1643185859891,5640,Home page,500,Internal Server Error,Thread Group 1-69,text,false,,895,120,200,200,https://lifecharger.org/,5639,0,1721
1643185859905,5627,Home page,500,Internal Server Error,Thread Group 1-72,text,false,,895,120,200,200,https://lifecharger.org/,5626,0,1792
1643185860679,4856,Home page,500,Internal Server Error,Thread Group 1-98,text,false,,895,120,200,200,https://lifecharger.org/,4855,0,1818
1643185858649,6888,Home page,500,Internal Server Error,Thread Group 1-23,text,false,,895,120,200,200,https://lifecharger.org/,6887,0,2608
1643185859198,6347,Home page,500,Internal Server Error,Thread Group 1-45,text,false,,895,120,200,200,https://lifecharger.org/,6346,0,2065
1643185860575,4971,Home page,500,Internal Server Error,Thread Group 1-88,text,false,,895,120,200,200,https://lifecharger.org/,4970,0,1883
1643185860689,4864,Home page,500,Internal Server Error,Thread Group 1-102,text,false,,895,120,200,200,https://lifecharger.org/,4863,0,2257
1643185860833,4720,Home page,500,Internal Server Error,Thread Group 1-108,text,false,,895,120,200,200,https://lifecharger.org/,4719,0,2403
1643185860707,4849,Home page,500,Internal Server Error,Thread Group 1-103,text,false,,895,120,200,200,https://lifecharger.org/,4848,0,2229
1643185860687,4871,Home page,500,Internal Server Error,Thread Group 1-101,text,false,,895,120,200,200,https://lifecharger.org/,4870,0,2268
1643185860733,4828,Home page,500,Internal Server Error,Thread Group 1-104,text,false,,895,120,200,200,https://lifecharger.org/,4826,0,2213
1643185860807,4756,Home page,500,Internal Server Error,Thread Group 1-107,text,false,,895,120,200,200,https://lifecharger.org/,4755,0,2641
1643185860671,4898,Home page,500,Internal Server Error,Thread Group 1-96,text,false,,895,120,200,200,https://lifecharger.org/,4897,0,1821
1643185860567,5004,Home page,500,Internal Server Error,Thread Group 1-90,text,false,,895,120,200,200,https://lifecharger.org/,5003,0,1879
1643185860685,4892,Home page,500,Internal Server Error,Thread Group 1-99,text,false,,895,120,200,200,https://lifecharger.org/,4891,0,2203
1643185860757,4820,Home page,500,Internal Server Error,Thread Group 1-105,text,false,,895,120,200,200,https://lifecharger.org/,4819,0,2277
1643185860571,5017,Home page,500,Internal Server Error,Thread Group 1-91,text,false,,895,120,200,200,https://lifecharger.org/,5016,0,1897
1643185860575,5024,Home page,500,Internal Server Error,Thread Group 1-94,text,false,,895,120,200,200,https://lifecharger.org/,5023,0,1891
1643185860796,4820,Home page,500,Internal Server Error,Thread Group 1-106,text,false,,895,120,200,200,https://lifecharger.org/,4818,0,1982
1643185860570,5053,Home page,500,Internal Server Error,Thread Group 1-89,text,false,,895,120,200,200,https://lifecharger.org/,5052,0,1867
1643185860857,4786,Home page,500,Internal Server Error,Thread Group 1-109,text,false,,895,120,200,200,https://lifecharger.org/,4785,0,2589
1643185860567,5083,Home page,500,Internal Server Error,Thread Group 1-83,text,false,,895,120,200,200,https://lifecharger.org/,5082,0,1878
1643185860536,5120,Home page,500,Internal Server Error,Thread Group 1-95,text,false,,895,120,200,200,https://lifecharger.org/,5120,0,1824
1643185860565,5105,Home page,500,Internal Server Error,Thread Group 1-82,text,false,,895,120,200,200,https://lifecharger.org/,5105,0,1887
1643185860549,5149,Home page,500,Internal Server Error,Thread Group 1-81,text,false,,895,120,200,200,https://lifecharger.org/,5148,0,1855
1643185860558,5142,Home page,500,Internal Server Error,Thread Group 1-86,text,false,,895,120,200,200,https://lifecharger.org/,5142,0,1850
1643185860573,5127,Home page,500,Internal Server Error,Thread Group 1-87,text,false,,895,120,200,200,https://lifecharger.org/,5127,0,1867
1643185860577,5142,Home page,500,Internal Server Error,Thread Group 1-93,text,false,,895,120,200,200,https://lifecharger.org/,5141,0,1879
1643185860084,5653,Home page,500,Internal Server Error,Thread Group 1-77,text,false,,895,120,200,200,https://lifecharger.org/,5652,0,2005
1643185859809,5964,Home page,500,Internal Server Error,Thread Group 1-66,text,false,,895,120,200,200,https://lifecharger.org/,5963,0,1610
1643185859363,6433,Home page,500,Internal Server Error,Thread Group 1-50,text,false,,895,120,200,200,https://lifecharger.org/,6431,0,1901
1643185860055,5756,Home page,500,Internal Server Error,Thread Group 1-76,text,false,,895,120,200,200,https://lifecharger.org/,5755,0,1979
1643185859781,6047,Home page,500,Internal Server Error,Thread Group 1-64,text,false,,895,120,200,200,https://lifecharger.org/,6045,0,1595
1643185859894,5945,Home page,500,Internal Server Error,Thread Group 1-70,text,false,,895,120,200,200,https://lifecharger.org/,5943,0,1773
1643185859034,6812,Home page,500,Internal Server Error,Thread Group 1-39,text,false,,895,120,200,200,https://lifecharger.org/,6812,0,2219
1643185859083,6763,Home page,500,Internal Server Error,Thread Group 1-41,text,false,,895,120,200,200,https://lifecharger.org/,6763,0,2158
1643185859384,6464,Home page,500,Internal Server Error,Thread Group 1-51,text,false,,895,120,200,200,https://lifecharger.org/,6464,0,1849
1643185860090,5759,Home page,500,Internal Server Error,Thread Group 1-79,text,false,,895,120,200,200,https://lifecharger.org/,5759,0,2083
1643185859451,6423,Home page,500,Internal Server Error,Thread Group 1-54,text,false,,895,120,200,200,https://lifecharger.org/,6422,0,1763
1643185858321,7562,Home page,500,Internal Server Error,Thread Group 1-7,text,false,,895,120,200,200,https://lifecharger.org/,7562,0,2890
1643185858825,7069,Home page,500,Internal Server Error,Thread Group 1-30,text,false,,895,120,200,200,https://lifecharger.org/,7068,0,2426
1643185859800,6127,Home page,500,Internal Server Error,Thread Group 1-67,text,false,,895,120,200,200,https://lifecharger.org/,6127,0,1598
1643185858475,7486,Home page,500,Internal Server Error,Thread Group 1-16,text,false,,895,120,200,200,https://lifecharger.org/,7485,0,2733
1643185858321,7651,Home page,500,Internal Server Error,Thread Group 1-1,text,false,,895,120,200,200,https://lifecharger.org/,7651,0,2938
1643185859806,6225,Home page,500,Internal Server Error,Thread Group 1-62,text,false,,895,120,200,200,https://lifecharger.org/,6224,0,1600
1643185859931,6104,Home page,500,Internal Server Error,Thread Group 1-73,text,false,,895,120,200,200,https://lifecharger.org/,6103,0,1766
1643185859327,6717,Home page,500,Internal Server Error,Thread Group 1-48,text,false,,895,120,200,200,https://lifecharger.org/,6717,0,1940
1643185858550,7501,Home page,500,Internal Server Error,Thread Group 1-19,text,false,,895,120,200,200,https://lifecharger.org/,7501,0,2708
1643185858324,7753,Home page,500,Internal Server Error,Thread Group 1-5,text,false,,895,120,200,200,https://lifecharger.org/,7752,0,2939
1643185860686,5403,Home page,500,Internal Server Error,Thread Group 1-100,text,false,,895,120,200,200,https://lifecharger.org/,5402,0,2292
1643185863015,3094,Home page,500,Internal Server Error,Thread Group 1-198,text,false,,895,120,200,200,https://lifecharger.org/,3094,0,1207
1643185858984,7300,Home page,500,Internal Server Error,Thread Group 1-37,text,false,,895,120,200,200,https://lifecharger.org/,7299,0,2282
1643185859526,6815,Home page,500,Internal Server Error,Thread Group 1-57,text,false,,895,120,200,200,https://lifecharger.org/,6814,0,1732
1643185862590,3819,Home page,500,Internal Server Error,Thread Group 1-181,text,false,,895,120,200,200,https://lifecharger.org/,3818,0,1698
1643185863888,2534,Archives,500,Internal Server Error,Thread Group 1-40,text,false,,895,128,200,200,https://lifecharger.org/archives,2533,0,1409
1643185861829,4718,Home page,500,Internal Server Error,Thread Group 1-148,text,false,,895,120,200,200,https://lifecharger.org/,4716,0,2467
1643185861282,5295,Home page,500,Internal Server Error,Thread Group 1-126,text,false,,895,120,200,200,https://lifecharger.org/,5294,0,2997
1643185861409,5239,Home page,500,Internal Server Error,Thread Group 1-130,text,false,,895,120,200,200,https://lifecharger.org/,5238,0,2730
1643185862663,4021,Home page,500,Internal Server Error,Thread Group 1-184,text,false,,895,120,200,200,https://lifecharger.org/,4020,0,1625
1643185861256,5516,Home page,500,Internal Server Error,Thread Group 1-125,text,false,,895,120,200,200,https://lifecharger.org/,5516,0,2882
1643185860569,6386,Home page,500,Internal Server Error,Thread Group 1-84,text,false,,895,120,200,200,https://lifecharger.org/,6385,0,1880
1643185860961,6025,Home page,500,Internal Server Error,Thread Group 1-113,text,false,,895,120,200,200,https://lifecharger.org/,6024,0,2985
1643185862989,4022,Home page,500,Internal Server Error,Thread Group 1-197,text,false,,895,120,200,200,https://lifecharger.org/,4021,0,1247
1643185862151,4946,Home page,500,Internal Server Error,Thread Group 1-163,text,false,,895,120,200,200,https://lifecharger.org/,4945,0,1990
1643185862078,5033,Home page,500,Internal Server Error,Thread Group 1-160,text,false,,895,120,200,200,https://lifecharger.org/,5032,0,2119
1643185861946,5173,Home page,500,Internal Server Error,Thread Group 1-154,text,false,,895,120,200,200,https://lifecharger.org/,5172,0,2189
1643185861136,5990,Home page,500,Internal Server Error,Thread Group 1-120,text,false,,895,120,200,200,https://lifecharger.org/,5988,0,3091
1643185861605,5528,Home page,500,Internal Server Error,Thread Group 1-140,text,false,,895,120,200,200,https://lifecharger.org/,5526,0,2416
1643185861874,5313,Home page,500,Internal Server Error,Thread Group 1-151,text,false,,895,120,200,200,https://lifecharger.org/,5312,0,2330
1643185861554,5636,Home page,500,Internal Server Error,Thread Group 1-138,text,false,,895,120,200,200,https://lifecharger.org/,5635,0,2724
1643185864698,2700,Archives,500,Internal Server Error,Thread Group 1-74,text,false,,895,128,200,200,https://lifecharger.org/archives,2698,0,931
1643185862535,4879,Home page,500,Internal Server Error,Thread Group 1-177,text,false,,895,120,200,200,https://lifecharger.org/,4877,0,1711
1643185859789,7631,Home page,500,Internal Server Error,Thread Group 1-65,text,false,,895,120,200,200,https://lifecharger.org/,7630,0,1591
1643185860674,6805,Home page,500,Internal Server Error,Thread Group 1-97,text,false,,895,120,200,200,https://lifecharger.org/,6804,0,1815
1643185861097,6394,Home page,500,Internal Server Error,Thread Group 1-117,text,false,,895,120,200,200,https://lifecharger.org/,6393,0,2991
1643185861980,5565,Home page,500,Internal Server Error,Thread Group 1-156,text,false,,895,120,200,200,https://lifecharger.org/,5564,0,2227
1643185861016,6613,Home page,500,Internal Server Error,Thread Group 1-115,text,false,,895,120,200,200,https://lifecharger.org/,6611,0,3073
1643185862201,5473,Home page,500,Internal Server Error,Thread Group 1-165,text,false,,895,120,200,200,https://lifecharger.org/,5472,0,2082
1643185861923,5754,Home page,500,Internal Server Error,Thread Group 1-153,text,false,,895,120,200,200,https://lifecharger.org/,5747,0,2364
1643185862722,4993,Home page,500,Internal Server Error,Thread Group 1-186,text,false,,895,120,200,200,https://lifecharger.org/,4992,0,1577
1643185860907,6839,Home page,500,Internal Server Error,Thread Group 1-111,text,false,,895,120,200,200,https://lifecharger.org/,6838,0,3024
1643185862398,5393,Home page,500,Internal Server Error,Thread Group 1-173,text,false,,895,120,200,200,https://lifecharger.org/,5392,0,1791
1643185861186,6682,Home page,500,Internal Server Error,Thread Group 1-122,text,false,,895,120,200,200,https://lifecharger.org/,6681,0,3507
1643185861357,6550,Home page,500,Internal Server Error,Thread Group 1-128,text,false,,895,120,200,200,https://lifecharger.org/,6549,0,2781
1643185862030,5983,Home page,500,Internal Server Error,Thread Group 1-158,text,false,,895,120,200,200,https://lifecharger.org/,5982,0,1998
1643185862639,5443,Home page,500,Internal Server Error,Thread Group 1-183,text,false,,895,120,200,200,https://lifecharger.org/,5442,0,1615
1643185864622,3464,Archives,500,Internal Server Error,Thread Group 1-78,text,false,,895,128,200,200,https://lifecharger.org/archives,3460,0,985
1643185861157,7005,Home page,500,Internal Server Error,Thread Group 1-121,text,false,,895,120,200,200,https://lifecharger.org/,7004,0,3814
1643185862530,5640,Home page,500,Internal Server Error,Thread Group 1-174,text,false,,895,120,200,200,https://lifecharger.org/,5638,0,1605
1643185861956,6214,Home page,500,Internal Server Error,Thread Group 1-155,text,false,,895,120,200,200,https://lifecharger.org/,6213,0,2342
1643185862249,6022,Home page,500,Internal Server Error,Thread Group 1-167,text,false,,895,120,200,200,https://lifecharger.org/,6021,0,2022
1643185862534,5782,Home page,500,Internal Server Error,Thread Group 1-176,text,false,,895,120,200,200,https://lifecharger.org/,5781,0,1602
1643185861207,7111,Home page,500,Internal Server Error,Thread Group 1-123,text,false,,895,120,200,200,https://lifecharger.org/,7110,0,3763
1643185859195,9157,Home page,200,OK,Thread Group 1-44,text,true,,46041,120,200,200,https://lifecharger.org/,8628,0,1985
1643185858574,9797,Home page,200,OK,Thread Group 1-20,text,true,,46041,120,200,200,https://lifecharger.org/,9249,0,2607
1643185868372,7,Archives,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: lifecharger.org:443 failed to respond,Thread Group 1-20,text,false,,2085,0,200,200,https://lifecharger.org/archives,0,0,0
1643185868353,69,Archives,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: lifecharger.org:443 failed to respond,Thread Group 1-44,text,false,,2085,0,200,200,https://lifecharger.org/archives,0,0,0
1643185862275,6191,Home page,500,Internal Server Error,Thread Group 1-168,text,false,,895,120,200,200,https://lifecharger.org/,6189,0,2009
1643185860984,7834,Home page,500,Internal Server Error,Thread Group 1-114,text,false,,895,120,200,200,https://lifecharger.org/,7833,0,3289
1643185861470,7366,Home page,500,Internal Server Error,Thread Group 1-132,text,false,,895,120,200,200,https://lifecharger.org/,7366,0,2669
1643185862857,6079,Home page,500,Internal Server Error,Thread Group 1-191,text,false,,895,120,200,200,https://lifecharger.org/,6078,0,1250
1643185862548,6433,Home page,500,Internal Server Error,Thread Group 1-178,text,false,,895,120,200,200,https://lifecharger.org/,6431,0,1660
1643185862550,6448,Home page,500,Internal Server Error,Thread Group 1-179,text,false,,895,120,200,200,https://lifecharger.org/,6447,0,1683
1643185861529,7491,Home page,500,Internal Server Error,Thread Group 1-137,text,false,,895,120,200,200,https://lifecharger.org/,7490,0,2744
1643185862950,6121,Home page,500,Internal Server Error,Thread Group 1-195,text,false,,895,120,200,200,https://lifecharger.org/,6119,0,1171
1643185861579,7517,Home page,500,Internal Server Error,Thread Group 1-139,text,false,,895,120,200,200,https://lifecharger.org/,7516,0,2427
1643185865534,3571,Archives,500,Internal Server Error,Thread Group 1-72,text,false,,895,128,200,200,https://lifecharger.org/archives,3569,0,911
1643185861337,7826,Home page,500,Internal Server Error,Thread Group 1-127,text,false,,895,120,200,200,https://lifecharger.org/,7823,0,2804
1643185862053,7110,Home page,500,Internal Server Error,Thread Group 1-159,text,false,,895,120,200,200,https://lifecharger.org/,7108,0,2287
1643185861775,7404,Home page,500,Internal Server Error,Thread Group 1-147,text,false,,895,120,200,200,https://lifecharger.org/,7402,0,2521
1643185865329,3883,Archives,500,Internal Server Error,Thread Group 1-46,text,false,,895,128,200,200,https://lifecharger.org/archives,3880,0,1113
1643185861897,7323,Home page,500,Internal Server Error,Thread Group 1-152,text,false,,895,120,200,200,https://lifecharger.org/,7322,0,2190
1643185861097,8132,Home page,500,Internal Server Error,Thread Group 1-118,text,false,,895,120,200,200,https://lifecharger.org/,8131,0,2946
1643185862222,7017,Home page,500,Internal Server Error,Thread Group 1-166,text,false,,895,120,200,200,https://lifecharger.org/,7015,0,2064
1643185865529,3760,Archives,500,Internal Server Error,Thread Group 1-85,text,false,,895,128,200,200,https://lifecharger.org/archives,3759,0,1067
1643185865601,3710,Archives,500,Internal Server Error,Thread Group 1-94,text,false,,895,128,200,200,https://lifecharger.org/archives,3708,0,987
1643185865850,3493,Archives,500,Internal Server Error,Thread Group 1-51,text,false,,895,128,200,200,https://lifecharger.org/archives,3491,0,1398
1643185861752,7673,Home page,500,Internal Server Error,Thread Group 1-146,text,false,,895,120,200,200,https://lifecharger.org/,7672,0,2524
1643185860935,8717,Home page,500,Internal Server Error,Thread Group 1-112,text,false,,895,120,200,200,https://lifecharger.org/,8716,0,3153
1643185865625,4045,Archives,500,Internal Server Error,Thread Group 1-89,text,false,,895,128,200,200,https://lifecharger.org/archives,4043,0,1328
1643185861706,7964,Home page,500,Internal Server Error,Thread Group 1-144,text,false,,895,120,200,200,https://lifecharger.org/,7963,0,2578
1643185862376,7448,Home page,500,Internal Server Error,Thread Group 1-172,text,false,,895,120,200,200,https://lifecharger.org/,7447,0,1767
1643185862351,7474,Home page,500,Internal Server Error,Thread Group 1-171,text,false,,895,120,200,200,https://lifecharger.org/,7473,0,1854
1643185861861,7969,Home page,500,Internal Server Error,Thread Group 1-150,text,false,,895,120,200,200,https://lifecharger.org/,7968,0,2425
1643185859717,10119,Home page,200,OK,Thread Group 1-61,text,true,,46041,120,200,200,https://lifecharger.org/,9178,0,1445
1643185865618,4231,Archives,500,Internal Server Error,Thread Group 1-106,text,false,,895,128,200,200,https://lifecharger.org/archives,4230,0,1185
1643185865339,4544,Archives,500,Internal Server Error,Thread Group 1-110,text,false,,895,128,200,200,https://lifecharger.org/archives,4543,0,830
1643185861479,8410,Home page,500,Internal Server Error,Thread Group 1-135,text,false,,895,120,200,200,https://lifecharger.org/,8408,0,2552
1643185865548,4355,Archives,500,Internal Server Error,Thread Group 1-88,text,false,,895,128,200,200,https://lifecharger.org/archives,4354,0,974
1643185862176,7795,Home page,500,Internal Server Error,Thread Group 1-164,text,false,,895,120,200,200,https://lifecharger.org/,7794,0,2049
1643185859667,10383,Home page,200,OK,Thread Group 1-60,text,true,,46041,120,200,200,https://lifecharger.org/,9441,0,1467
1643185862324,7781,Home page,500,Internal Server Error,Thread Group 1-170,text,false,,895,120,200,200,https://lifecharger.org/,7779,0,1902
1643185862299,7818,Home page,500,Internal Server Error,Thread Group 1-169,text,false,,895,120,200,200,https://lifecharger.org/,7816,0,1926
1643185865506,4625,Archives,500,Internal Server Error,Thread Group 1-80,text,false,,895,128,200,200,https://lifecharger.org/archives,4623,0,1048
1643185862895,7244,Home page,500,Internal Server Error,Thread Group 1-193,text,false,,895,120,200,200,https://lifecharger.org/,7242,0,1244
1643185862784,7366,Home page,500,Internal Server Error,Thread Group 1-188,text,false,,895,120,200,200,https://lifecharger.org/,7365,0,1393
1643185862797,7353,Home page,500,Internal Server Error,Thread Group 1-189,text,false,,895,120,200,200,https://lifecharger.org/,7352,0,1379
1643185862736,7431,Home page,500,Internal Server Error,Thread Group 1-187,text,false,,895,120,200,200,https://lifecharger.org/,7429,0,1360
1643185863887,6282,Archives,500,Internal Server Error,Thread Group 1-22,text,false,,895,128,200,200,https://lifecharger.org/archives,6281,0,1103
1643185865560,4637,Archives,500,Internal Server Error,Thread Group 1-101,text,false,,895,128,200,200,https://lifecharger.org/archives,4636,0,1431
1643185864535,5663,Archives,500,Internal Server Error,Thread Group 1-58,text,false,,895,128,200,200,https://lifecharger.org/archives,5662,0,1338
1643185866957,3256,Archives,500,Internal Server Error,Thread Group 1-84,text,false,,895,128,200,200,https://lifecharger.org/archives,3255,0,856
1643185863043,7220,Home page,500,Internal Server Error,Thread Group 1-199,text,false,,895,120,200,200,https://lifecharger.org/,7219,0,1531
1643185863909,6396,Archives,500,Internal Server Error,Thread Group 1-31,text,false,,895,128,200,200,https://lifecharger.org/archives,6395,0,1601
1643185864610,5695,Archives,500,Internal Server Error,Thread Group 1-11,text,false,,895,128,200,200,https://lifecharger.org/archives,5694,0,970
1643185861471,8835,Home page,500,Internal Server Error,Thread Group 1-133,text,false,,895,120,200,200,https://lifecharger.org/,8834,0,2665
1643185863900,6450,Archives,500,Internal Server Error,Thread Group 1-55,text,false,,895,128,200,200,https://lifecharger.org/archives,6449,0,1663
1643185863903,6447,Archives,500,Internal Server Error,Thread Group 1-42,text,false,,895,128,200,200,https://lifecharger.org/archives,6446,0,1637
1643185861231,9209,Home page,500,Internal Server Error,Thread Group 1-124,text,false,,895,120,200,200,https://lifecharger.org/,9209,0,3739
1643185861107,9334,Home page,500,Internal Server Error,Thread Group 1-119,text,false,,895,120,200,200,https://lifecharger.org/,9334,0,3071
1643185863895,6548,Archives,500,Internal Server Error,Thread Group 1-14,text,false,,895,128,200,200,https://lifecharger.org/archives,6547,0,1977
1643185865579,4866,Archives,500,Internal Server Error,Thread Group 1-105,text,false,,895,128,200,200,https://lifecharger.org/archives,4865,0,1011
1643185861728,8716,Home page,500,Internal Server Error,Thread Group 1-145,text,false,,895,120,200,200,https://lifecharger.org/,8715,0,2553
1643185865528,4917,Archives,500,Internal Server Error,Thread Group 1-92,text,false,,895,128,200,200,https://lifecharger.org/archives,4916,0,1019
1643185866090,4357,Archives,500,Internal Server Error,Thread Group 1-100,text,false,,895,128,200,200,https://lifecharger.org/archives,4356,0,1262
1643185865555,4906,Archives,500,Internal Server Error,Thread Group 1-108,text,false,,895,128,200,200,https://lifecharger.org/archives,4906,0,989
1643185865841,4624,Archives,500,Internal Server Error,Thread Group 1-70,text,false,,895,128,200,200,https://lifecharger.org/archives,4624,0,1430
1643185866988,3477,Archives,500,Internal Server Error,Thread Group 1-113,text,false,,895,128,200,200,https://lifecharger.org/archives,3477,0,1295
1643185865671,4796,Archives,500,Internal Server Error,Thread Group 1-82,text,false,,895,128,200,200,https://lifecharger.org/archives,4795,0,1340
1643185867099,3375,Archives,500,Internal Server Error,Thread Group 1-163,text,false,,895,128,200,200,https://lifecharger.org/archives,3375,0,974
1643185866346,4141,Archives,500,Internal Server Error,Thread Group 1-57,text,false,,895,128,200,200,https://lifecharger.org/archives,4141,0,866
1643185867013,3495,Archives,500,Internal Server Error,Thread Group 1-197,text,false,,895,128,200,200,https://lifecharger.org/archives,3494,0,1269
1643185864231,6280,Archives,500,Internal Server Error,Thread Group 1-35,text,false,,895,128,200,200,https://lifecharger.org/archives,6280,0,1368
1643185863961,6550,Archives,500,Internal Server Error,Thread Group 1-18,text,false,,895,128,200,200,https://lifecharger.org/archives,6550,0,1576
1643185862009,8502,Home page,500,Internal Server Error,Thread Group 1-157,text,false,,895,120,200,200,https://lifecharger.org/,8501,0,2131
1643185861654,8927,Home page,500,Internal Server Error,Thread Group 1-142,text,false,,895,120,200,200,https://lifecharger.org/,8924,0,2583
1643185858961,11677,Home page,200,OK,Thread Group 1-36,text,true,,46041,120,200,200,https://lifecharger.org/,10955,0,2182
1643185866579,4103,Archives,500,Internal Server Error,Thread Group 1-126,text,false,,895,128,200,200,https://lifecharger.org/archives,4101,0,944
1643185867192,3496,Archives,500,Internal Server Error,Thread Group 1-138,text,false,,895,128,200,200,https://lifecharger.org/archives,3494,0,865
1643185861831,8857,Home page,500,Internal Server Error,Thread Group 1-149,text,false,,895,120,200,200,https://lifecharger.org/,8855,0,2192
1643185864213,6488,Archives,500,Internal Server Error,Thread Group 1-75,text,false,,895,128,200,200,https://lifecharger.org/archives,6486,0,1781
1643185862614,8093,Home page,500,Internal Server Error,Thread Group 1-182,text,false,,895,120,200,200,https://lifecharger.org/,8091,0,1673
1643185866774,3960,Archives,500,Internal Server Error,Thread Group 1-125,text,false,,895,128,200,200,https://lifecharger.org/archives,3959,0,1251
1643185861629,9110,Home page,500,Internal Server Error,Thread Group 1-141,text,false,,895,120,200,200,https://lifecharger.org/,9109,0,2645
1643185862127,8670,Home page,500,Internal Server Error,Thread Group 1-162,text,false,,895,120,200,200,https://lifecharger.org/,8670,0,2223
1643185866651,4149,Archives,500,Internal Server Error,Thread Group 1-130,text,false,,895,128,200,200,https://lifecharger.org/archives,4148,0,1644
1643185861473,9334,Home page,500,Internal Server Error,Thread Group 1-134,text,false,,895,120,200,200,https://lifecharger.org/,9333,0,2801
1643185858325,12482,Home page,200,OK,Thread Group 1-8,text,true,,46041,120,200,200,https://lifecharger.org/,11894,0,2814
1643185864436,6373,Archives,500,Internal Server Error,Thread Group 1-9,text,false,,895,128,200,200,https://lifecharger.org/archives,6372,0,1141
1643185865702,5110,Archives,500,Internal Server Error,Thread Group 1-86,text,false,,895,128,200,200,https://lifecharger.org/archives,5109,0,1241
1643185865590,5223,Archives,500,Internal Server Error,Thread Group 1-91,text,false,,895,128,200,200,https://lifecharger.org/archives,5221,0,1215
